ipc-lockup-overlay href,ipc-title-link-wrapper href,ipc-title__text,ipc-inline-list__item,ipc-inline-list__item (2),ipc-inline-list__item (3),sc-9fe7b0ef-0,metacritic-score-label,ipc-rating-star--rating,ipc-rating-star--voteCount,ipc-html-content-inner-div,sc-35f5f4fb-3,ipc-link href,ipc-link,sc-35f5f4fb-3 (2),ipc-link href (2),ipc-link (2),ipc-link href (3),ipc-link (3),ipc-link href (4),ipc-link (4),ipc-html-content-inner-div (2),ipc-link href (5),ipc-link (5),ipc-link href (6),ipc-link (6)
https://www.imdb.com/title/tt21867434/?ref_=ls_i_23,https://www.imdb.com/title/tt21867434/?ref_=ls_t_23,23. BlackBerry,2023,2h,R,78,Metascore,7.3,(70K),The story of the meteoric rise and catastrophic demise of the world's first smartphone.,Director,https://www.imdb.com/name/nm4798740/?ref_=ls_li_1_1,Matt Johnson,Stars,https://www.imdb.com/name/nm0059431/?ref_=ls_li_2_1,Jay Baruchel,https://www.imdb.com/name/nm1097351/?ref_=ls_li_2_2,Glenn Howerton,https://www.imdb.com/name/nm4798740/?ref_=ls_li_2_3,Matt Johnson,"Be a shark amongst pirates. In the world of business sometimes you have to get dirty and that’s what these fools did. However there really is no beating those above us. They crumbled something that was supposed to be the brink of the future and greed verge its ugly grad into there rear view to come in to create destruction.

9/10",,,,
https://www.imdb.com/title/tt1517268/?ref_=ls_i_24,https://www.imdb.com/title/tt1517268/?ref_=ls_t_24,24. Barbie,2023,1h 54m,PG-13,80,Metascore,6.8,(669K),"Barbie and Ken are having the time of their lives in the seemingly perfect world of Barbie Land. However, when they get a chance to go to the outside world, they soon discover the joys and perils of living among regular humans.",Director,https://www.imdb.com/name/nm1950086/?ref_=ls_li_1_1,Greta Gerwig,Stars,https://www.imdb.com/name/nm3053338/?ref_=ls_li_2_1,Margot Robbie,https://www.imdb.com/name/nm0331516/?ref_=ls_li_2_2,Ryan Gosling,https://www.imdb.com/name/nm4793987/?ref_=ls_li_2_3,Issa Rae,"If there is anything to take away from this movie is that Greta Gerwig should be able to cook whatever she has going. Yes Noah did help cowrite the script and did input a lot in the story to flesh out the story to feel more grand in scope. But this is mainly Gerwig story and film through and through. She is a powerhouse in direction and one new aspect is her out there comedy that maybe Baumbach had an input but her direction is full blown goofy with so much success. Oppenheimer may have better cinematography and score but I will watch this over that film any day of the week.

8.5/10",,,,
https://www.imdb.com/title/tt6791350/?ref_=ls_i_25,https://www.imdb.com/title/tt6791350/?ref_=ls_t_25,25. Guardians of the Galaxy Vol. 3,2023,2h 30m,PG-13,64,Metascore,7.9,(470K),"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.",Director,https://www.imdb.com/name/nm0348181/?ref_=ls_li_1_1,James Gunn,Stars,https://www.imdb.com/name/nm0695435/?ref_=ls_li_2_1,Chris Pratt,https://www.imdb.com/name/nm1030244/?ref_=ls_li_2_2,Chukwudi Iwuji,https://www.imdb.com/name/nm0177896/?ref_=ls_li_2_3,Bradley Cooper,"This is it. I knew it had to be emotional but what really surprised me was how lacking in the depressing department this is. It wasn’t an overhaul of sadness which was what I was expecting instead Gunn and crew delivered a story to lift your head up high and reach out to anyone in need. That was I walk away from. That everything will be alright and go in to have an awesome time. No Sleep for Brooklyn. Top ten scenes ever.

9/10",,,,
https://www.imdb.com/title/tt4873118/?ref_=ls_i_26,https://www.imdb.com/title/tt4873118/?ref_=ls_t_26,26. The Covenant,2023,2h 3m,R,63,Metascore,7.5,(209K),"During the war in Afghanistan, a local interpreter risks his own life to carry an injured sergeant across miles of grueling terrain.",Director,https://www.imdb.com/name/nm0005363/?ref_=ls_li_1_1,Guy Ritchie,Stars,https://www.imdb.com/name/nm0350453/?ref_=ls_li_2_1,Jake Gyllenhaal,https://www.imdb.com/name/nm1502469/?ref_=ls_li_2_2,Dar Salim,https://www.imdb.com/name/nm4727272/?ref_=ls_li_2_3,Sean Sagar,Awesome. I can’t believe I forgot to put this on my list but damn was this shit awesome. I love Jake G and love this story. Dar Salim should be considered for best supporting actor for his work here because it is flawless.,,,,
https://www.imdb.com/title/tt8589698/?ref_=ls_i_27,https://www.imdb.com/title/tt8589698/?ref_=ls_t_27,27. Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,1h 39m,PG,74,Metascore,7.2,(78K),The Turtle brothers work to earn the love of New York City while facing down an army of mutants.,Directors,https://www.imdb.com/name/nm6676487/?ref_=ls_li_1_1,Jeff Rowe,Stars,https://www.imdb.com/name/nm5859016/?ref_=ls_li_1_2,Kyler Spears,https://www.imdb.com/name/nm9368660/?ref_=ls_li_2_1,Micah Abbey,https://www.imdb.com/name/nm8366356/?ref_=ls_li_2_2,Shamon Brown Jr.,"Best TMNT movie out there. And surprise the two best are animated films. What a shocker. Maybe this story only works in animation. I can see the benefits in telling this story with these characters this way but man I really hope we get the actual TMNT in the next movie because I know with this set up and the potential for the future we can see this go for the actual best that these characters can offer. I have always been a fan of these characters and movies. So when they got this right I knew I was going to love it. How could I not with this cast and animation this was Taylor made to do the impossible. It made laugh cheer and flat out feel in love with them all over again.

9/10",https://www.imdb.com/name/nm7751235/?ref_=ls_li_2_3,Nicolas Cantu,,
https://www.imdb.com/title/tt5535276/?ref_=ls_i_28,https://www.imdb.com/title/tt5535276/?ref_=ls_t_28,28. Maestro,2023,2h 9m,R,77,Metascore,6.5,(69K),This love story chronicles the lifelong relationship of conductor-composer Leonard Bernstein and actress Felicia Montealegre Cohn Bernstein.,Director,https://www.imdb.com/name/nm0177896/?ref_=ls_li_1_1,Bradley Cooper,Stars,https://www.imdb.com/name/nm1659547/?ref_=ls_li_2_1,Carey Mulligan,https://www.imdb.com/name/nm0177896/?ref_=ls_li_2_2,Bradley Cooper,https://www.imdb.com/name/nm0093589/?ref_=ls_li_2_3,Matt Bomer,The second half is what really sold me that I did in fact really like this movie. Carey Mulligan should not only get nominated but for my money this is her award to lose. I really hope she wins because holy crap does she go above and beyond a role like this.,,,,
https://www.imdb.com/title/tt23736044/?ref_=ls_i_29,https://www.imdb.com/title/tt23736044/?ref_=ls_t_29,29. Monster,2023,2h 7m,PG-13,79,Metascore,7.8,(41K),A mother demands answers from her son's teacher when her son begins acting strangely.,Director,https://www.imdb.com/name/nm0466153/?ref_=ls_li_1_1,Hirokazu Koreeda,Stars,https://www.imdb.com/name/nm2747232/?ref_=ls_li_2_1,Sakura Andô,https://www.imdb.com/name/nm1216345/?ref_=ls_li_2_2,Eita Nagayama,https://www.imdb.com/name/nm13318127/?ref_=ls_li_2_3,Soya Kurokawa,,,,,
https://www.imdb.com/title/tt1448754/?ref_=ls_i_30,https://www.imdb.com/title/tt1448754/?ref_=ls_t_30,30. Thanksgiving,2023,1h 46m,R,63,Metascore,6.2,(80K),"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts, the birthplace of the infamous holiday.",Director,https://www.imdb.com/name/nm0744834/?ref_=ls_li_1_1,Eli Roth,Stars,https://www.imdb.com/name/nm0001131/?ref_=ls_li_2_1,Patrick Dempsey,https://www.imdb.com/name/nm0648153/?ref_=ls_li_2_2,Ty Olsson,https://www.imdb.com/name/nm0000153/?ref_=ls_li_2_3,Gina Gershon,I don’t mind actually having this in my top 25 because I find this a damn good horror film that mixes itself with humor and the beginning with all of its chaos and full blown mayhem was something I was eating up. Plus Addison Rae.,,,,
https://www.imdb.com/title/tt19500164/?ref_=ls_i_31,https://www.imdb.com/title/tt19500164/?ref_=ls_t_31,31. Nimona,2023,1h 41m,PG,75,Metascore,7.5,(62K),"When a knight in a futuristic medieval world is framed for a crime he didn't commit, the only one who can help him prove his innocence is Nimona -- a mischievous teen who happens to be a shapeshifting creature he's sworn to destroy.",Directors,https://www.imdb.com/name/nm2939767/?ref_=ls_li_1_1,Nick Bruno,Stars,https://www.imdb.com/name/nm0702863/?ref_=ls_li_1_2,Troy Quane,https://www.imdb.com/name/nm1631269/?ref_=ls_li_2_1,Chloë Grace Moretz,https://www.imdb.com/name/nm1981893/?ref_=ls_li_2_2,Riz Ahmed,"A very fun and funny adventure film that we rarely get anymore. Sadly it has setbacks but hopefully when the sequel comes, and it should definitely have a sequel, then that is when this story can go full throttle. I hope to see that come to fruition. Because now that they got this very cliche prove my innocence type of storyline can open the story to more inventive and interesting adventures to see our two heroes on. Count me in.

8/10",https://www.imdb.com/name/nm3631295/?ref_=ls_li_2_3,Eugene Lee Yang,,
https://www.imdb.com/title/tt17351924/?ref_=ls_i_32,https://www.imdb.com/title/tt17351924/?ref_=ls_t_32,32. Saltburn,2023,2h 11m,R,61,Metascore,7.0,(265K),"A student at Oxford University finds himself drawn into the world of a charming and aristocratic classmate, who invites him to his eccentric family's sprawling estate for a summer never to be forgotten.",Director,https://www.imdb.com/name/nm2193504/?ref_=ls_li_1_1,Emerald Fennell,Stars,https://www.imdb.com/name/nm4422686/?ref_=ls_li_2_1,Barry Keoghan,https://www.imdb.com/name/nm8624059/?ref_=ls_li_2_2,Jacob Elordi,https://www.imdb.com/name/nm0683253/?ref_=ls_li_2_3,Rosamund Pike,With everyone hyping this up I feel like I need to move this down some pots because dead ass it is not that good. Unoriginal just like The Creator. But still a fun and wild ride. It is just like The Creator in that we have seen this before and better but yeah it has joker drinking Nate Jacob’s bath water and him banging his grave. So what we have all done that.,,,,
https://www.imdb.com/title/tt16304446/?ref_=ls_i_33,https://www.imdb.com/title/tt16304446/?ref_=ls_t_33,33. Fair Play,2023,1h 53m,R,73,Metascore,6.4,(47K),"An unexpected promotion at a cutthroat hedge fund pushes a young couple's relationship to the brink, threatening to unravel far more than their recent engagement.",Director,https://www.imdb.com/name/nm2132542/?ref_=ls_li_1_1,Chloe Domont,Stars,https://www.imdb.com/name/nm3697443/?ref_=ls_li_2_1,Phoebe Dynevor,https://www.imdb.com/name/nm2403277/?ref_=ls_li_2_2,Alden Ehrenreich,https://www.imdb.com/name/nm0550371/?ref_=ls_li_2_3,Eddie Marsan,Han Solo gave up way too easy at the end. Stand your ground like Florida. Never let them see you sweat.,,,,
https://www.imdb.com/title/tt10366206/?ref_=ls_i_34,https://www.imdb.com/title/tt10366206/?ref_=ls_t_34,34. John Wick: Chapter 4,2023,2h 49m,R,78,Metascore,7.6,(410K),"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",Director,https://www.imdb.com/name/nm0821432/?ref_=ls_li_1_1,Chad Stahelski,Stars,https://www.imdb.com/name/nm0000206/?ref_=ls_li_2_1,Keanu Reeves,https://www.imdb.com/name/nm0000401/?ref_=ls_li_2_2,Laurence Fishburne,https://www.imdb.com/name/nm1745190/?ref_=ls_li_2_3,George Georgiou,"This shit straight fire. Kinda wish this and the third one kinda just combined together to make this fully end. Because even with this one ending it all it felt nothing and overblown. The big video game arcade sequence was the highlight because of the one take the stunts all of it just fit so perfectly that I can watch that shit over and over again. But the rest of the movie is just a meh. I even think this might be the weakest one of the franchise but I wish the other three had this big of a scope because this one while being the most grand all that glitter does not make this one gold.

8/10",,,,
https://www.imdb.com/title/tt22890246/?ref_=ls_i_35,https://www.imdb.com/title/tt22890246/?ref_=ls_t_35,35. How to Have Sex,2023,1h 31m,Not Rated,79,Metascore,6.4,(23K),"Three British teenage girls go on a rites-of-passage holiday - drinking, clubbing and hooking up, in what should be the best summer of their lives.",Director,https://www.imdb.com/name/nm4866189/?ref_=ls_li_1_1,Molly Manning Walker,Stars,https://www.imdb.com/name/nm7654226/?ref_=ls_li_2_1,Anna Antoniades,https://www.imdb.com/name/nm2898911/?ref_=ls_li_2_2,Mia McKenna-Bruce,https://www.imdb.com/name/nm5739341/?ref_=ls_li_2_3,Lara Peake,,,,,
https://www.imdb.com/title/tt16428256/?ref_=ls_i_36,https://www.imdb.com/title/tt16428256/?ref_=ls_t_36,36. Suzume,2022,2h 2m,PG,77,Metascore,7.6,(63K),A modern action adventure road story where a 17-year-old girl named Suzume helps a mysterious young man close doors from the other side that are releasing disasters all over in Japan.,Director,https://www.imdb.com/name/nm1396121/?ref_=ls_li_1_1,Makoto Shinkai,Stars,https://www.imdb.com/name/nm6152236/?ref_=ls_li_2_1,Nanoka Hara,https://www.imdb.com/name/nm4941993/?ref_=ls_li_2_2,Hokuto Matsumura,https://www.imdb.com/name/nm0297938/?ref_=ls_li_2_3,Eri Fukatsu,"I love, no adore Your Name. And I couldn’t wait to see what this director has in store next. It’s not disappointing however some themes and subtext are just full blown fantastic. It is a gut wrenching retaking of someone’s own life and it is a beautiful message to all who have felt lost and grief. Sadly for me even with all this praise for the film to tackle these messages should be commended, it falls short and left me cold. I know, how the hell does a movie like this with so much emotion and care to it’s characters that by the end I only felt for the name character Suzume. Suzume is a great main character to get behind and her story of lost not just of grief but being lost in a world that rejected you. We follow Suzume as she tackles the trials and responsibilities that she put on herself because she is wanting a reason to continue on. Which is something that can be totally relatable especially in today’s audience. My biggest problem however is sadly the movie around her. Her aunt is the only character to me that reached some level of an intriguing understanding of how that person is dealing with life. Because let’s be real this movie while very flashy and filled with excellent action scenes, this is ultimately a movie about not blaming yourself and not to put blame on others. Which are mirrored between the two of them. Suzume story would not be as good as it is, without that proponent being present here. It is literally everything else that doesn’t even hold a candle to what is being presented with its themes and character study that is being told through those two characters. Your Name manage to do this body swapping comedy that made me laugh my ass off while also making me weep like a baby. I felt numerous of emotions during that movie. While this one I only felt empathy towards Suzume and her struggles. Which would be fine but it adds along a comedy with another character being trapped into an innominate object while has a reason and it is not there for sake of making the audience laugh is something I do appreciate even though I would have rather be done with that subplot. It is a fun road trip movie because most of the movie plays with that budding aspect between the two of them and I think it is beautiful to see a movie where our main character falls in love with someone without the form of a physical body. To me that is an aspect that is different here but it is pulled back again because it didn’t reach those emotions for me as it would for others. Like it is fine. I hate to keep bringing up Your Name but that damn movie is a hit punch and it is in my top 5 best animated movies of all time and one of my favorite movies of all time. This movie is still a fantastic fantasy action film that I can’t wait to sit back and rewatch this again. I might like it even more knowing everything and fully resonating with me to fully grasp the themes and inspiration that are being presented in front of me. A lot is here and some might latch themselves to one specific aspect even tho the rest is till left to be desired.

8/10",,,,
https://www.imdb.com/title/tt10855768/?ref_=ls_i_37,https://www.imdb.com/title/tt10855768/?ref_=ls_t_37,37. Missing,2023,1h 51m,PG-13,66,Metascore,7.1,(72K),"When her mother disappears while on vacation in Colombia with her new boyfriend, June's search for answers is hindered by international red tape. However, as she digs deeper, her digital sleuthing soon raises more questions than answers.",Directors,https://www.imdb.com/name/nm4946908/?ref_=ls_li_1_1,Nicholas D. Johnson,Stars,https://www.imdb.com/name/nm4148345/?ref_=ls_li_1_2,Will Merrick,https://www.imdb.com/name/nm0341377/?ref_=ls_li_2_1,Tim Griffin,https://www.imdb.com/name/nm13877751/?ref_=ls_li_2_2,Ava Zaria Lee,"I want this universe to keep going. Holy crap was this better than I thought. I love Searching way back in 2018, it was possibly my third favorite movie of that year. And while this may not be as good as that film this is still a landmark in its own genre. Because I can’t think of any other webcam movies are better than this. Even the term found footage genre has been getting better with the past two years and I would add this up there to be one of the best. From the story and acting wise but along with the film look crystal clear in some nice shots that look like it wasn’t shot on a potato. Storm Reid is proving that she is a lead so I really hope she gets more shots to prove that she can take control of the screen whenever she is on. The story along with her character are provided with enough attention and care for us to follow along to make sure the audience doesn’t dose off and damn man I was having a flipping blast with this one.

8/10",https://www.imdb.com/name/nm0000505/?ref_=ls_li_2_3,Nia Long,,
https://www.imdb.com/title/tt12747748/?ref_=ls_i_38,https://www.imdb.com/title/tt12747748/?ref_=ls_t_38,38. Leave the World Behind,2023,2h 18m,R,68,Metascore,6.4,(242K),"A family's getaway to a luxurious rental home takes an ominous turn when a cyberattack knocks out their devices, and two strangers appear at their door.",Director,https://www.imdb.com/name/nm1322753/?ref_=ls_li_1_1,Sam Esmail,Stars,https://www.imdb.com/name/nm0000210/?ref_=ls_li_2_1,Julia Roberts,https://www.imdb.com/name/nm0991810/?ref_=ls_li_2_2,Mahershala Ali,https://www.imdb.com/name/nm0000160/?ref_=ls_li_2_3,Ethan Hawke,"I don’t think it is a streaming movie or to put that banner on this movie like so many would. It is a very taunt and tense film that I couldn’t stop watching. It was a very nice and entertaining movie that did keep me on the edge of my seat. Like how can a movie intended for streaming keep me so tense in multiple scenes that I forget I was watching this on my iPad. However, Sam Esmail or however you spell his name needs to calm down on all the camera tricks.",,,,
https://www.imdb.com/title/tt11858890/?ref_=ls_i_39,https://www.imdb.com/title/tt11858890/?ref_=ls_t_39,39. The Creator,2023,2h 13m,PG-13,63,Metascore,6.7,(197K),"Against the backdrop of a war between humans and robots with artificial intelligence, a former soldier finds the robots' secret weapon to end the conflict, an AI in the form of a child.",Director,https://www.imdb.com/name/nm2284484/?ref_=ls_li_1_1,Gareth Edwards,Stars,https://www.imdb.com/name/nm0913475/?ref_=ls_li_2_1,John David Washington,https://www.imdb.com/name/nm12719194/?ref_=ls_li_2_2,Madeleine Yuna Voyles,https://www.imdb.com/name/nm2110418/?ref_=ls_li_2_3,Gemma Chan,"I know the complaint that this story has been done before is a tiresome one because a lot of movies that claim to be original are not all that original. Look at Free Guy another “original” movie but even tho it pulls a lot from others it still succeeds from a creative standpoint. I’m glad I was able to witness such a bold and explosive thrill ride that honestly never let up. Maybe if the film had one more big action scene then maybe it would be a full on 10/10 but where it stands as being The Last of Us meets Terminator knock off stands as just that. But with a more boring lead.

8/10",,,,
https://www.imdb.com/title/tt4495098/?ref_=ls_i_40,https://www.imdb.com/title/tt4495098/?ref_=ls_t_40,40. Gran Turismo,2023,2h 14m,PG-13,48,Metascore,7.1,(135K),"Based on the unbelievable, inspiring true story of a team of underdogs - a struggling, working-class gamer, a failed former race car driver, and an idealistic motorsport exec - who risk it all to take on the most elite sport in the world.",Director,https://www.imdb.com/name/nm0088955/?ref_=ls_li_1_1,Neill Blomkamp,Stars,https://www.imdb.com/name/nm1092086/?ref_=ls_li_2_1,David Harbour,https://www.imdb.com/name/nm0089217/?ref_=ls_li_2_2,Orlando Bloom,https://www.imdb.com/name/nm5994098/?ref_=ls_li_2_3,Archie Madekwe,Holy shit I really liked it.,,,,
https://www.imdb.com/title/tt12758060/?ref_=ls_i_41,https://www.imdb.com/title/tt12758060/?ref_=ls_t_41,41. Tetris,2023,1h 58m,R,61,Metascore,7.4,(107K),"Video game designer Henk Rogers seeks to secure global rights for Tetris (1984), leading to tense negotiations in the Soviet Union, involving creators, government, and corporate intrigues.",Director,https://www.imdb.com/name/nm1580671/?ref_=ls_li_1_1,Jon S. Baird,Stars,https://www.imdb.com/name/nm5473782/?ref_=ls_li_2_1,Taron Egerton,https://www.imdb.com/name/nm10593697/?ref_=ls_li_2_2,Mara Huf,https://www.imdb.com/name/nm4548743/?ref_=ls_li_2_3,Miles Barrow,"Might be the best biopic we get this year. And there has been a ton of them. But I forgot Air is pretty much the better movie. This is still a pretty cool and entertaining film that will surely work for a lot of people on the entertainment factor. It is not overly produced which the lack of flashy cinematography and overly edited scenes work as this is a subdue business film that is more interesting in telling that story. Until the ending of the movie but till then it’s pretty fun and packs a meaty punch to route for this guy.

8/10",,,,
https://www.imdb.com/title/tt17009710/?ref_=ls_i_42,https://www.imdb.com/title/tt17009710/?ref_=ls_t_42,42. Anatomy of a Fall,2023,2h 31m,R,86,Metascore,7.6,(210K),A woman is suspected of murder after her husband's death; their half-blind son faces a moral dilemma as the main witness.,Director,https://www.imdb.com/name/nm2630323/?ref_=ls_li_1_1,Justine Triet,Stars,https://www.imdb.com/name/nm1197689/?ref_=ls_li_2_1,Sandra Hüller,https://www.imdb.com/name/nm0035128/?ref_=ls_li_2_2,Swann Arlaud,https://www.imdb.com/name/nm12299991/?ref_=ls_li_2_3,Milo Machado-Graner,"It would have been nice to know the actual truth. Because the truth is I hate movies like this. Look man if I’m going to spend a full on two plus hours with your movie asking the same question from the beginning and you don’t give me an answer then you can go screw yourself. Because don’t ask stupid questions if you don’t want stupid answers. Your movie is just not that interesting to dig around and find little clues to pinpoint a possible answer because at the end of the day the world will never know. Maybe like the OJ trial. I just simply not falling head over heels for this film. I do like a good amount of the movie and their is a recording that had me glued to screen and hang on to every word. But I come to realization that these are just not my thing. Greatly acted, directed (in some aspects), but the writing is top notch. Little complaints like some of the camera work and perspective change is a little unnecessary. Also I called the ending.",,,,
https://www.imdb.com/title/tt10365998/?ref_=ls_i_43,https://www.imdb.com/title/tt10365998/?ref_=ls_t_43,43. Infinity Pool,2023,1h 57m,R,72,Metascore,6.0,(74K),"James and Em Foster are enjoying an all-inclusive beach vacation in the fictional island of La Tolqa, when a fatal accident exposes the resort's perverse subculture of hedonistic tourism, reckless violence and surreal horrors.",Director,https://www.imdb.com/name/nm0188722/?ref_=ls_li_1_1,Brandon Cronenberg,Stars,https://www.imdb.com/name/nm0002907/?ref_=ls_li_2_1,Alexander Skarsgård,https://www.imdb.com/name/nm5301405/?ref_=ls_li_2_2,Mia Goth,https://www.imdb.com/name/nm1671147/?ref_=ls_li_2_3,Cleopatra Coleman,"It’s pretty cool. I just have seen all of this before. Last year a movie came out and asked the same questions about this subject matter and offers the same answer. Or lack of an answer was given for both movies. But the nihilism and the bleakness that is presented here is solely the reason why it stands out from the rest. It is a go for broke out there experience that holds a great central performance with Tarzan and then of course Pearl. She is so damn good here that it is dangerous to even put this woman on the screen so shortly after the incredible year she had. In short I don’t love this movie but it does offer some things that need to be said and for that I enjoy it.

7.5/10",,,,
https://www.imdb.com/title/tt26612950/?ref_=ls_i_44,https://www.imdb.com/title/tt26612950/?ref_=ls_t_44,44. The Teachers' Lounge,2023,1h 38m,PG-13,82,Metascore,7.4,(30K),"When one of her students is suspected of theft, teacher Carla Nowak decides to get to the bottom of the matter. Caught between her ideals and the school system, the consequences of her actions threaten to break her.",Director,https://www.imdb.com/name/nm1921714/?ref_=ls_li_1_1,Ilker Çatak,Stars,https://www.imdb.com/name/nm2914059/?ref_=ls_li_2_1,Leonie Benesch,https://www.imdb.com/name/nm1178556/?ref_=ls_li_2_2,Anne-Kathrin Gummich,https://www.imdb.com/name/nm2926936/?ref_=ls_li_2_3,Rafael Stachowiak,,,,,
https://www.imdb.com/title/tt0439572/?ref_=ls_i_45,https://www.imdb.com/title/tt0439572/?ref_=ls_t_45,45. The Flash,2023,2h 24m,PG-13,55,Metascore,6.6,(247K),"Barry Allen uses his super speed to change the past, but his attempt to save his family creates a world without super heroes, forcing him to race for his life in order to save the future.",Director,https://www.imdb.com/name/nm0615592/?ref_=ls_li_1_1,Andy Muschietti,Stars,https://www.imdb.com/name/nm3009232/?ref_=ls_li_2_1,Ezra Miller,https://www.imdb.com/name/nm0000474/?ref_=ls_li_2_2,Michael Keaton,https://www.imdb.com/name/nm8567338/?ref_=ls_li_2_3,Sasha Calle,"(+) Ezra two performances are actually very well and both have arcs that feel real and earned. Yep where most superhero movies fail in bringing up their lead character to make their presence that much more compelling works here and they do it with two people. And I would argue that even Michael Keaton’s Batman even has a nice little arc.

(+) Humor. It’s the funniest superhero movie since the first Shazam.

(+) The mom storyline. Look man a movie’s job is to get you emotionally involved and make a great payoff at the end to wrap everything up. And guess what that is something this film success does with blazing spirit that can’t be faxed.

(-) Not enough Supergirl.

(+) Sasha Calle. That’s my Supergirl.

(-) The cameos were a little over the top because they didn’t do anything with them so it just felt needless here like why even include them mainly because most of those cameos have nothing to do with the Flash.

Overall I had a great time so yeah wish we had more of Sasha Calle’s Supergirl and even less obvious third act villain that was supposed to be a twist but like cmon we all knew who it was. But it didn’t lose me like most other multiverse movies have done.

8/10",,,,
https://www.imdb.com/title/tt9362930/?ref_=ls_i_46,https://www.imdb.com/title/tt9362930/?ref_=ls_t_46,46. Blue Beetle,2023,2h 7m,PG-13,61,Metascore,5.9,(116K),"An alien scarab chooses Jaime Reyes to be its symbiotic host, bestowing the recent college graduate with a suit of armor that's capable of extraordinary powers, forever changing his destiny as he becomes the superhero known as Blue Beetle.",Director,https://www.imdb.com/name/nm3924049/?ref_=ls_li_1_1,Angel Manuel Soto,Stars,https://www.imdb.com/name/nm4927704/?ref_=ls_li_2_1,Xolo Maridueña,https://www.imdb.com/name/nm1367490/?ref_=ls_li_2_2,Bruna Marquezine,https://www.imdb.com/name/nm3121384/?ref_=ls_li_2_3,Becky G,Yep just another superhero movie but this time the lead is Mexican so an automatic 8/10. I don’t make the rules.,,,,
https://www.imdb.com/title/tt9873892/?ref_=ls_i_47,https://www.imdb.com/title/tt9873892/?ref_=ls_t_47,47. They Cloned Tyrone,2023,2h 2m,R,74,Metascore,6.7,(48K),A series of eerie events thrusts an unlikely trio onto the trail of a nefarious government conspiracy in this pulpy mystery caper.,Director,https://www.imdb.com/name/nm3541432/?ref_=ls_li_1_1,Juel Taylor,Stars,https://www.imdb.com/name/nm3915784/?ref_=ls_li_2_1,John Boyega,https://www.imdb.com/name/nm0004937/?ref_=ls_li_2_2,Jamie Foxx,https://www.imdb.com/name/nm3500582/?ref_=ls_li_2_3,Teyonah Parris,"On the other side of Asteroid City their is They Cloned Tyrone and does enough right to place above City because it has less of the characters less of the story and makes more of an impact because of it.

7.5/10",,,,
https://www.imdb.com/title/tt14230388/?ref_=ls_i_48,https://www.imdb.com/title/tt14230388/?ref_=ls_t_48,48. Asteroid City,2023,1h 45m,PG-13,76,Metascore,6.4,(145K),World-changing events spectacularly disrupt the annual Asteroid Day celebration in an American desert town.,Director,https://www.imdb.com/name/nm0027572/?ref_=ls_li_1_1,Wes Anderson,Stars,https://www.imdb.com/name/nm0005403/?ref_=ls_li_2_1,Jason Schwartzman,https://www.imdb.com/name/nm0424060/?ref_=ls_li_2_2,Scarlett Johansson,https://www.imdb.com/name/nm0000158/?ref_=ls_li_2_3,Tom Hanks,"On performances alone I think this does a fine job at developing at least above a 6. Which I know some might be like that is not enough to make a good movie and you are right but G man and Black Widow have a ton of moments together that is enough for me to not find this movie boring. If you can get to the third act I think the movie is kinda worth it. The beginning is pretty boring but Wes Anderson is going to be Wes Anderson. I truly gradually like the movie as it went along. Plus with a cast like this in a Wes movie is somewhat a praise but also a downfall because with so many great actors some of them don’t shine while others actually deliver some of the best work they have done.

8/10",,,,
https://www.imdb.com/title/tt13309170/?ref_=ls_i_49,https://www.imdb.com/title/tt13309170/?ref_=ls_t_49,49. Influencer,2022,1h 32m,,66,Metascore,6.2,(22K),"While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living, but CW's interest in her takes a darker turn.",Director,https://www.imdb.com/name/nm4811901/?ref_=ls_li_1_1,Kurtis David Harder,Stars,https://www.imdb.com/name/nm0855045/?ref_=ls_li_2_1,Emily Tennant,https://www.imdb.com/name/nm4920741/?ref_=ls_li_2_2,Rory J Saper,https://www.imdb.com/name/nm7888995/?ref_=ls_li_2_3,Cassandra Naud,"This was honestly way better than I thought it would be. It sneaks up and gradually levitates above some of the other horror releases this year. I feared that this might end up being another typical low budget horror film with nothing to praise about. However, there is actually a lot to praise about. The performances are all strong but it is our “lead” here who steals the show. Listen no spoilers so go in blind to have yourself pleasantly l surprised. I sure was. And I had a blast.

8/10",,,,
